"id","fqdn/ip","port","severity","finding","cve","cwe"
"FS_ciphers","google.com/64.233.170.102","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA ECDHE-ECDSA-AES256-SHA ECDHE-ECDSA-CHACHA20-POLY1305 ECDHE-RSA-CHACHA20-POLY1305 TLS_AES_128_GCM_SHA256 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-ECDSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA ECDHE-ECDSA-AES128-SHA","",""
"FS_KEMs","google.com/64.233.170.102","443","OK","X25519MLKEM768","",""
"FS_ECDHE_curves","google.com/64.233.170.102","443","OK","prime256v1 X25519","",""
"FS_TLS12_sig_algs","google.com/64.233.170.102","443","LOW","RSA-PSS-RSAE+SHA256 RSA+SHA256 RSA-PSS-RSAE+SHA384 RSA+SHA384 RSA-PSS-RSAE+SHA512 RSA+SHA512 RSA+SHA1 ECDSA+SHA256 ECDSA+SHA384 ECDSA+SHA512 ECDSA+SHA1","",""
"FS_TLS13_sig_algs","google.com/64.233.170.102","443","INFO","ECDSA+SHA256 RSA-PSS-RSAE+SHA256 RSA-PSS-RSAE+SHA384 RSA-PSS-RSAE+SHA512","",""
"TLS_extensions","google.com/64.233.170.102","443","INFO","'renegotiation info/#65281' 'EC point formats/#11' 'session ticket/#35' 'next protocol/#13172' 'key share/#51' 'supported versions/#43' 'extended master secret/#23' 'application layer protocol negotiation/#16'","",""
"TLS_session_ticket","google.com/64.233.170.102","443","LOW","valid for 100800 seconds (>daily)","",""
"SSL_sessionID_support","google.com/64.233.170.102","443","INFO","yes","",""
"sessionresumption_ticket","google.com/64.233.170.102","443","INFO","supported","",""
"sessionresumption_ID","google.com/64.233.170.102","443","INFO","not supported","",""
"TLS_timestamp","google.com/64.233.170.102","443","INFO","off by 0 seconds from your localtime","",""
"certificate_compression","google.com/64.233.170.102","443","INFO","none","",""
"clientAuth","google.com/64.233.170.102","443","INFO","none","",""
"cert_numbers","google.com/64.233.170.102","443","INFO","2","",""
"cert_signatureAlgorithm <hostCert#1>","google.com/64.233.170.102","443","OK","SHA256 with RSA","",""
"cert_keySize <hostCert#1>","google.com/64.233.170.102","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage <hostCert#1>","google.com/64.233.170.102","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage <hostCert#1>","google.com/64.233.170.102","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber <hostCert#1>","google.com/64.233.170.102","443","INFO","D0A776AB67B804350AB5626B81FF989A","",""
"cert_serialNumberLen <hostCert#1>","google.com/64.233.170.102","443","INFO","16","",""
"cert_fingerprintSHA1 <hostCert#1>","google.com/64.233.170.102","443","INFO","9FAFBC4F434C6DBB2D7923FC86C1FB4DAC389474","",""
"cert_fingerprintSHA256 <hostCert#1>","google.com/64.233.170.102","443","INFO","134F27C2FB44A7DBC94D0956BA1BC943BB067F9CEED634E2ECDA1EB669FBA84D","",""
"cert <hostCert#1>","google.com/64.233.170.102","443","INFO","-----BEGIN CERTIFICATE-----\nMIIO1TCCDb2gAwIBAgIRANCndqtnuAQ1CrVia4H/mJowDQYJKoZIhvcNAQELBQAwOzELMAkGA1UEBhMCVVMxHjAcBgNVBAoTFUdvb2dsZSBUcnVzdCBTZXJ2aWNlczEMMAoGA1UEAxMDV1IyMB4XDTI1MDEyNzA4MzUyN1oXDTI1MDQyMTA4MzUyNlowFzEVMBMGA1UEAwwMKi5nb29nbGUuY29tMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArDKq/jbHfVha1xNbhDBwYH5tukSXuewypRC280ugWu9u0mdVmhX4JzPNvmD+w8mYzMZjXXQyQtjC/nd7x8Q8dSGgPxtrHEg+SRNgAc4dQ7cn8he6vy2d2EvEn8D79aMR1Yj4/PJzKxCSn9dYGRaUWAStzxvBKe6RaQCwxvmaX7KUyvOU42SlV8RLNdmsS4ijMYNaG7ro6SV/7g7/C5uvbiSpxRr5E4PgvH8KR3Sy9/AbtUFNc9MjiYdrddxactQg6FU8mDqkFAFi8XBCMIiIBqkbhdJcLk73cp7IpKJMMBM/we7swBHJyUfu9f4KB87kt/ERTLH4X3VV4A8px9YTWQIDAQABo4IL9jCCC/IwDgYDVR0PAQH/BAQDAgWgMBMGA1UdJQQMMAoGCCsGAQUFBwMBMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYEFDbOqiW+GZLjzEnO9xCV4nz5rMj/MB8GA1UdIwQYMBaAFN4bHu15FdQ+NyTDIbvsNDltQrIwMFgGCCsGAQUFBwEBBEwwSjAhBggrBgEFBQcwAYYVaHR0cDovL28ucGtpLmdvb2cvd3IyMCUGCCsGAQUFBzAChhlodHRwOi8vaS5wa2kuZ29vZy93cjIuY3J0MIIJzQYDVR0RBIIJxDCCCcCCDCouZ29vZ2xlLmNvbYIWKi5hcHBlbmdpbmUuZ29vZ2xlLmNvbYIJKi5iZG4uZGV2ghUqLm9yaWdpbi10ZXN0LmJkbi5kZXaCEiouY2xvdWQuZ29vZ2xlLmNvbYIYKi5jcm93ZHNvdXJjZS5nb29nbGUuY29tghgqLmRhdGFjb21wdXRlLmdvb2dsZS5jb22CCyouZ29vZ2xlLmNhggsqLmdvb2dsZS5jbIIOKi5nb29nbGUuY28uaW6CDiouZ29vZ2xlLmNvLmpwgg4qLmdvb2dsZS5jby51a4IPKi5nb29nbGUuY29tLmFygg8qLmdvb2dsZS5jb20uYXWCDyouZ29vZ2xlLmNvbS5icoIPKi5nb29nbGUuY29tLmNvgg8qLmdvb2dsZS5jb20ubXiCDyouZ29vZ2xlLmNvbS50coIPKi5nb29nbGUuY29tLnZuggsqLmdvb2dsZS5kZYILKi5nb29nbGUuZXOCCyouZ29vZ2xlLmZyggsqLmdvb2dsZS5odYILKi5nb29nbGUuaXSCCyouZ29vZ2xlLm5sggsqLmdvb2dsZS5wbIILKi5nb29nbGUucHSCDyouZ29vZ2xlYXBpcy5jboIRKi5nb29nbGV2aWRlby5jb22CDCouZ3N0YXRpYy5jboIQKi5nc3RhdGljLWNuLmNvbYIPZ29vZ2xlY25hcHBzLmNughEqLmdvb2dsZWNuYXBwcy5jboIRZ29vZ2xlYXBwcy1jbi5jb22CEyouZ29vZ2xlYXBwcy1jbi5jb22CDGdrZWNuYXBwcy5jboIOKi5na2VjbmFwcHMuY26CEmdvb2dsZWRvd25sb2Fkcy5jboIUKi5nb29nbGVkb3dubG9hZHMuY26CEHJlY2FwdGNoYS5uZXQuY26CEioucmVjYXB0Y2hhLm5ldC5jboIQcmVjYXB0Y2hhLWNuLm5ldIISKi5yZWNhcHRjaGEtY24ubmV0ggt3aWRldmluZS5jboINKi53aWRldmluZS5jboIRYW1wcHJvamVjdC5vcmcuY26CEyouYW1wcHJvamVjdC5vcmcuY26CEWFtcHByb2plY3QubmV0LmNughMqLmFtcHByb2plY3QubmV0LmNughdnb29nbGUtYW5hbHl0aWNzLWNuLmNvbYIZKi5nb29nbGUtYW5hbHl0aWNzLWNuLmNvbYIXZ29vZ2xlYWRzZXJ2aWNlcy1jbi5jb22CGSouZ29vZ2xlYWRzZXJ2aWNlcy1jbi5jb22CEWdvb2dsZXZhZHMtY24uY29tghMqLmdvb2dsZXZhZHMtY24uY29tghFnb29nbGVhcGlzLWNuLmNvbYITKi5nb29nbGVhcGlzLWNuLmNvbYIVZ29vZ2xlb3B0aW1pemUtY24uY29tghcqLmdvb2dsZW9wdGltaXplLWNuLmNvbYISZG91YmxlY2xpY2stY24ubmV0ghQqLmRvdWJsZWNsaWNrLWNuLm5ldIIYKi5mbHMuZG91YmxlY2xpY2stY24ubmV0ghYqLmcuZG91YmxlY2xpY2stY24ubmV0gg5kb3VibGVjbGljay5jboIQKi5kb3VibGVjbGljay5jboIUKi5mbHMuZG91YmxlY2xpY2suY26CEiouZy5kb3VibGVjbGljay5jboIRZGFydHNlYXJjaC1jbi5uZXSCEyouZGFydHNlYXJjaC1jbi5uZXSCHWdvb2dsZXRyYXZlbGFkc2VydmljZXMtY24uY29tgh8qLmdvb2dsZXRyYXZlbGFkc2VydmljZXMtY24uY29tghhnb29nbGV0YWdzZXJ2aWNlcy1jbi5jb22CGiouZ29vZ2xldGFnc2VydmljZXMtY24uY29tghdnb29nbGV0YWdtYW5hZ2VyLWNuLmNvbYIZKi5nb29nbGV0YWdtYW5hZ2VyLWNuLmNvbYIYZ29vZ2xlc3luZGljYXRpb24tY24uY29tghoqLmdvb2dsZXN5bmRpY2F0aW9uLWNuLmNvbYIkKi5zYWZlZnJhbWUuZ29vZ2xlc3luZGljYXRpb24tY24uY29tghZhcHAtbWVhc3VyZW1lbnQtY24uY29tghgqLmFwcC1tZWFzdXJlbWVudC1jbi5jb22CC2d2dDEtY24uY29tgg0qLmd2dDEtY24uY29tggtndnQyLWNuLmNvbYINKi5ndnQyLWNuLmNvbYILMm1kbi1jbi5uZXSCDSouMm1kbi1jbi5uZXSCFGdvb2dsZWZsaWdodHMtY24ubmV0ghYqLmdvb2dsZWZsaWdodHMtY24ubmV0ggxhZG1vYi1jbi5jb22CDiouYWRtb2ItY24uY29tghRnb29nbGVzYW5kYm94LWNuLmNvbYIWKi5nb29nbGVzYW5kYm94LWNuLmNvbYIeKi5zYWZlbnVwLmdvb2dsZXNhbmRib3gtY24uY29tgg0qLmdzdGF0aWMuY29tghQqLm1ldHJpYy5nc3RhdGljLmNvbYIKKi5ndnQxLmNvbYIRKi5nY3BjZG4uZ3Z0MS5jb22CCiouZ3Z0Mi5jb22CDiouZ2NwLmd2dDIuY29tghAqLnVybC5nb29nbGUuY29tghYqLnlvdXR1YmUtbm9jb29raWUuY29tggsqLnl0aW1nLmNvbYILYW5kcm9pZC5jb22CDSouYW5kcm9pZC5jb22CEyouZmxhc2guYW5kcm9pZC5jb22CBGcuY26CBiouZy5jboIEZy5jb4IGKi5nLmNvggZnb28uZ2yCCnd3dy5nb28uZ2yCFGdvb2dsZS1hbmFseXRpY3MuY29tghYqLmdvb2dsZS1hbmFseXRpY3MuY29tggpnb29nbGUuY29tghJnb29nbGVjb21tZXJjZS5jb22CFCouZ29vZ2xlY29tbWVyY2UuY29tgghnZ3BodC5jboIKKi5nZ3BodC5jboIKdXJjaGluLmNvbYIMKi51cmNoaW4uY29tggh5b3V0dS5iZYILeW91dHViZS5jb22CDSoueW91dHViZS5jb22CEW11c2ljLnlvdXR1YmUuY29tghMqLm11c2ljLnlvdXR1YmUuY29tghR5b3V0dWJlZWR1Y2F0aW9uLmNvbYIWKi55b3V0dWJlZWR1Y2F0aW9uLmNvbYIPeW91dHViZWtpZHMuY29tghEqLnlvdXR1YmVraWRzLmNvbYIFeXQuYmWCByoueXQuYmWCGmFuZHJvaWQuY2xpZW50cy5nb29nbGUuY29tghMqLmFuZHJvaWQuZ29vZ2xlLmNughIqLmNocm9tZS5nb29nbGUuY26CFiouZGV2ZWxvcGVycy5nb29nbGUuY24wEwYDVR0gBAwwCjAIBgZngQwBAgEwNgYDVR0fBC8wLTAroCmgJ4YlaHR0cDovL2MucGtpLmdvb2cvd3IyLzc1cjRaeUEzdkEwLmNybDCCAQMGCisGAQQB1nkCBAIEgfQEgfEA7wB1AM8RVu7VLnyv84db2Wkum+kacWdKsBfsrAHSW3fOzDsIAAABlKcdtpcAAAQDAEYwRAIged1xf6gKN1UlN4bWyDAT/DO0iN1fDRmZ72rk0XeaZgICIEJVbKQ2Q0mwykYfdCHgejo7Tq2cbTpvLzNu9Q0oQ6YNAHYAfVkeEuF4KnscYWd8Xv340IdcFKBOlZ65Ay/ZDowuebgAAAGUpx22iQAABAMARzBFAiEA+UAGhjNlo/pUCQBMoK3A0CBs3AVCo1qqDFepSN2SzzwCIFu0QKa12eCdG+SvyRI08gmX2esJHxLxw16DjqreTAYuMA0GCSqGSIb3DQEBCwUAA4IBAQBa2fJrBFKVE7/+YPumQI5lHRDsAOa2+R3j/sJ8hpAY7e6/SpoSABSY8cZKd6miXoRgp2ivAGydraXg6Js+rPgSgcu59LU3HjphBwa/4VfrOrleLAh7P+rRqTpumJNd3Iulc8xuix0Uvpp2JFft5AHL9PQD38RPC+XD/IRupsip+vxcUsZ485ndmCPZBQosb4i7eqloEnmNL+YlGZlELVzeg21Ny4cifydvnUzyWSBkaglA/ojOJq6sgoqJ5f4OTXu0yom/40N9z2mnjEoGkqPLM/WKgwbStTh5vZdtjy6ux4d/KvX0rUF5SMEp1krl5ACV0k536oS7KrjJMWWRE7nf\n-----END CERTIFICATE-----","",""
"cert_commonName <hostCert#1>","google.com/64.233.170.102","443","OK","*.google.com","",""
"cert_commonName_wo_SNI <hostCert#1>","google.com/64.233.170.102","443","INFO","*.google.com","",""
"cert_subjectAltName <hostCert#1>","google.com/64.233.170.102","443","INFO","*.google.com *.appengine.google.com *.bdn.dev *.origin-test.bdn.dev *.cloud.google.com *.crowdsource.google.com *.datacompute.google.com *.google.ca *.google.cl *.google.co.in *.google.co.jp *.google.co.uk *.google.com.ar *.google.com.au *.google.com.br *.google.com.co *.google.com.mx *.google.com.tr *.google.com.vn *.google.de *.google.es *.google.fr *.google.hu *.google.it *.google.nl *.google.pl *.google.pt *.googleapis.cn *.googlevideo.com *.gstatic.cn *.gstatic-cn.com googlecnapps.cn *.googlecnapps.cn googleapps-cn.com *.googleapps-cn.com gkecnapps.cn *.gkecnapps.cn googledownloads.cn *.googledownloads.cn recaptcha.net.cn *.recaptcha.net.cn recaptcha-cn.net *.recaptcha-cn.net widevine.cn *.widevine.cn ampproject.org.cn *.ampproject.org.cn ampproject.net.cn *.ampproject.net.cn google-analytics-cn.com *.google-analytics-cn.com googleadservices-cn.com *.googleadservices-cn.com googlevads-cn.com *.googlevads-cn.com googleapis-cn.com *.googleapis-cn.com googleoptimize-cn.com *.googleoptimize-cn.com doubleclick-cn.net *.doubleclick-cn.net *.fls.doubleclick-cn.net *.g.doubleclick-cn.net doubleclick.cn *.doubleclick.cn *.fls.doubleclick.cn *.g.doubleclick.cn dartsearch-cn.net *.dartsearch-cn.net googletraveladservices-cn.com *.googletraveladservices-cn.com googletagservices-cn.com *.googletagservices-cn.com googletagmanager-cn.com *.googletagmanager-cn.com googlesyndication-cn.com *.googlesyndication-cn.com *.safeframe.googlesyndication-cn.com app-measurement-cn.com *.app-measurement-cn.com gvt1-cn.com *.gvt1-cn.com gvt2-cn.com *.gvt2-cn.com 2mdn-cn.net *.2mdn-cn.net googleflights-cn.net *.googleflights-cn.net admob-cn.com *.admob-cn.com googlesandbox-cn.com *.googlesandbox-cn.com *.safenup.googlesandbox-cn.com *.gstatic.com *.metric.gstatic.com *.gvt1.com *.gcpcdn.gvt1.com *.gvt2.com *.gcp.gvt2.com *.url.google.com *.youtube-nocookie.com *.ytimg.com android.com *.android.com *.flash.android.com g.cn *.g.cn g.co *.g.co goo.gl www.goo.gl google-analytics.com *.google-analytics.com google.com googlecommerce.com *.googlecommerce.com ggpht.cn *.ggpht.cn urchin.com *.urchin.com youtu.be youtube.com *.youtube.com music.youtube.com *.music.youtube.com youtubeeducation.com *.youtubeeducation.com youtubekids.com *.youtubekids.com yt.be *.yt.be android.clients.google.com *.android.google.cn *.chrome.google.cn *.developers.google.cn","",""
"cert_trust <hostCert#1>","google.com/64.233.170.102","443","OK","Ok via SAN (same w/o SNI)","",""
"cert_trust <hostCert#1>_wildcard","google.com/64.233.170.102","443","LOW","trust is via wildcard","",""
"cert_chain_of_trust <hostCert#1>","google.com/64.233.170.102","443","OK","passed.","",""
"cert_certificatePolicies_EV <hostCert#1>","google.com/64.233.170.102","443","INFO","no","",""
"cert_expirationStatus <hostCert#1>","google.com/64.233.170.102","443","OK","61 >= 60 days","",""
"cert_notBefore <hostCert#1>","google.com/64.233.170.102","443","INFO","2025-01-27 08:35","",""
"cert_notAfter <hostCert#1>","google.com/64.233.170.102","443","OK","2025-04-21 08:35","",""
"cert_extlifeSpan <hostCert#1>","google.com/64.233.170.102","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS <hostCert#1>","google.com/64.233.170.102","443","INFO","not present","",""
"cert_crlDistributionPoints <hostCert#1>","google.com/64.233.170.102","443","INFO","http://c.pki.goog/wr2/75r4ZyA3vA0.crl","",""
"cert_ocspURL <hostCert#1>","google.com/64.233.170.102","443","INFO","http://o.pki.goog/wr2","",""
"OCSP_stapling <hostCert#1>","google.com/64.233.170.102","443","LOW","not offered","",""
"cert_mustStapleExtension <hostCert#1>","google.com/64.233.170.102","443","INFO","--","",""
"DNS_CAArecord <hostCert#1>","google.com/64.233.170.102","443","LOW","--","",""
"certificate_transparency <hostCert#1>","google.com/64.233.170.102","443","OK","yes (certificate extension)","",""
"certs_countServer <hostCert#1>","google.com/64.233.170.102","443","INFO","3","",""
"certs_list_ordering_problem <hostCert#1>","google.com/64.233.170.102","443","INFO","no","",""
"cert_caIssuers <hostCert#1>","google.com/64.233.170.102","443","INFO","WR2 (Google Trust Services from US)","",""
